Timestamp;Temp1;Temp2;Temp3;Temp4;Temp5;Temp6
2022-07-15T22:12:29.132294981Z;21,37;22,52;22,88;23,10;23,35;22,40
2022-07-15T22:13:29.842430458Z;21,38;22,52;22,90;23,10;23,36;22,40
2022-07-15T22:14:29.848338936Z;21,38;22,51;22,90;23,09;23,35;22,41
2022-07-15T22:15:29.688090854Z;21,38;22,52;22,89;23,11;23,34;22,40
2022-07-15T22:16:29.688241988Z;21,39;22,54;22,91;23,11;23,37;22,41
2022-07-15T22:25:22.495711364Z;21,39;22,53;22,90;23,11;23,36;22,39
2022-07-15T22:26:20.467999295Z;21,40;22,54;22,90;23,12;23,37;22,39
2022-07-15T22:27:20.615566535Z;21,40;22,55;22,90;23,12;23,37;22,39
